,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,PM10,PM2.5,RH,SO2
3562,34.0,1.6,0.19,0.15,3.6,3.3,6.9,34.0,27.4,55.0,3.2
3563,34.0,1.6,0.18,0.1,2.9,2.5,5.5,25.0,18.3,58.0,2.3
3564,33.0,1.6,0.14,0.04,2.6,1.1,3.7,18.0,23.5,60.0,3.1
3565,33.0,1.6,0.13,0.04,1.7,-0.4,1.4,18.0,11.8,58.0,1.4
3566,34.0,1.6,0.16,0.12,4.4,4.2,8.6,22.0,15.7,59.0,4.5
3567,33.0,1.6,0.13,0.05,1.5,-0.4,1.1,28.0,11.8,64.0,1.2
3568,32.0,1.6,0.14,0.05,1.81,4.07,5.89,29.0,7.9,63.0,0.8
3569,32.0,1.6,0.17,0.04,1.5,-0.2,1.3,26.0,5.3,67.0,1.0
3570,31.0,1.6,0.19,0.05,1.1,0.3,1.4,23.0,9.2,72.0,1.2
3571,30.0,1.6,0.21,0.05,1.1,1.7,2.8,23.0,11.8,75.0,1.1
3572,30.0,1.6,0.18,0.04,1.1,1.3,2.4,25.0,18.3,76.0,1.3
3573,30.0,1.6,0.22,0.06,1.0,2.7,3.7,26.0,11.8,78.0,1.5
3574,30.0,1.6,0.27,0.28,1.2,4.4,5.6,29.0,11.8,79.0,1.5
3575,30.0,1.6,0.22,0.13,1.2,3.7,4.9,29.0,15.7,79.0,1.4
3576,29.0,1.6,0.17,0.19,1.0,1.3,2.3,29.0,15.7,80.0,0.8
3577,29.0,1.7,0.18,0.18,1.0,5.2,6.1,30.0,17.0,82.0,3.4
3578,29.0,1.7,0.17,0.09,1.0,5.3,6.3,28.0,9.2,83.0,2.5
3579,29.0,1.7,0.19,0.13,0.6,7.4,8.0,28.0,17.0,81.0,2.6
3580,29.0,1.7,0.25,0.13,0.9,7.9,8.7,30.0,14.4,80.0,3.2
3581,29.0,1.8,0.26,0.14,1.4,8.2,9.7,32.0,23.5,78.0,2.9
3582,30.0,1.7,0.21,0.06,1.6,4.4,6.1,26.0,19.6,75.0,2.4
3583,30.0,1.6,0.2,0.04,1.4,1.9,3.3,27.0,23.5,74.0,2.1
3584,31.0,1.6,0.15,0.01,1.1,0.2,1.3,23.0,22.2,70.0,1.6
3585,31.0,1.6,0.15,0.0,0.9,0.3,1.2,33.0,17.0,68.0,1.6
3586,32.0,1.6,0.13,0.0,0.9,-0.2,0.8,23.0,19.6,66.0,1.6
3587,33.0,1.6,0.14,0.02,0.8,-0.3,0.5,24.0,26.1,64.0,2.1
3588,33.0,1.6,0.16,0.01,0.6,-0.1,0.5,16.0,26.1,65.0,2.2
3589,33.0,1.6,0.12,-0.01,1.42,2.12,3.51,25.0,17.0,66.0,1.5
3590,32.0,1.6,0.11,-0.01,1.46,2.71,4.18,26.0,9.2,68.0,1.6
3591,32.0,1.6,0.14,0.01,1.65,2.49,4.15,26.0,14.4,67.0,1.3
3592,32.0,1.6,0.12,0.0,1.53,2.8,4.34,20.0,14.4,70.0,1.3
3593,31.0,1.6,0.14,0.0,1.62,3.21,4.81,20.0,22.2,73.0,1.4
3594,30.0,1.6,0.16,0.01,0.7,-0.2,0.5,28.0,15.7,76.0,1.4
3595,30.0,1.6,0.16,0.01,0.4,0.4,0.8,26.0,17.0,76.0,1.5
3596,30.0,1.6,0.15,0.0,0.6,0.4,1.0,31.0,7.9,79.0,1.5
3597,30.0,1.6,0.15,0.0,0.8,1.1,1.8,24.0,10.5,79.0,1.8
3598,30.0,1.6,0.14,0.01,0.4,0.1,0.5,31.0,9.2,79.0,1.6
3599,30.0,1.6,0.15,0.02,0.5,1.1,1.7,23.0,15.7,79.0,1.9
3600,30.0,1.6,0.12,0.0,0.7,0.6,1.3,26.0,15.7,79.0,2.4
3601,29.0,1.6,0.13,0.02,0.6,0.7,1.3,26.0,18.3,80.0,3.3
3602,29.0,1.8,0.15,0.03,0.5,1.4,1.9,30.0,13.1,82.0,2.6
3603,28.0,1.9,0.19,0.07,0.5,8.0,8.5,22.0,15.7,85.0,2.7
3604,28.0,1.8,0.16,0.08,0.5,7.3,7.9,23.0,14.4,85.0,3.1
3605,28.0,1.9,0.18,0.12,1.8,6.3,8.1,24.0,13.1,84.0,2.8
3606,29.0,1.8,0.19,0.07,4.8,5.5,10.0,33.0,22.2,81.0,2.9
3607,30.0,1.7,0.29,0.08,4.1,5.7,9.8,33.0,18.3,78.0,3.4
3608,31.0,1.6,0.32,0.13,0.9,2.9,3.8,37.0,26.1,73.0,2.9
3609,32.0,1.6,0.17,0.04,0.8,1.4,2.2,39.0,18.3,70.0,3.0
3610,32.0,1.6,0.1,0.02,0.5,0.8,1.3,36.0,30.0,69.0,2.9
3611,32.0,1.6,0.09,0.01,0.2,0.2,0.4,34.0,26.1,67.0,3.1
3612,33.0,1.6,0.1,0.0,0.0,-0.4,-0.4,29.0,24.8,66.0,2.9
3613,32.0,1.6,0.09,0.0,1.19,2.35,3.55,27.0,10.5,70.0,2.8
3614,33.0,1.6,0.09,0.01,0.3,-0.2,0.0,29.0,9.2,65.0,2.7
3615,32.0,1.6,0.11,0.03,0.4,0.6,1.0,26.0,17.0,67.0,3.0
3616,31.0,1.6,0.12,0.02,0.3,0.1,0.3,30.0,24.8,72.0,3.0
3617,31.0,1.6,0.15,0.03,0.1,0.9,0.9,28.0,26.1,73.0,2.9
3618,31.0,1.6,0.16,0.02,0.0,1.4,1.4,33.0,19.6,76.0,3.3
3619,30.0,1.6,0.14,0.02,-0.4,0.7,0.3,35.0,19.6,79.0,3.1
3620,30.0,1.6,0.14,0.05,-0.3,-0.1,-0.4,33.0,22.2,79.0,2.7
3621,30.0,1.6,0.11,0.01,1.53,8.27,9.96,36.0,14.4,79.0,3.0
3622,30.0,1.6,0.09,0.0,-0.4,0.0,-0.4,22.0,17.0,80.0,3.0
3623,30.0,1.6,0.08,0.0,1.02,6.89,7.84,27.0,18.3,79.0,3.0
3624,30.0,1.6,0.08,-0.01,1.05,6.31,7.43,12.0,19.6,80.0,2.5
3625,29.0,1.6,0.07,-0.01,1.07,6.52,7.67,22.0,13.1,81.0,1.4
3626,29.0,1.6,0.07,-0.02,1.09,6.84,7.91,19.0,11.8,81.0,1.2
3627,29.0,1.8,0.09,0.1,1.9,6.0,7.9,28.0,15.7,82.0,1.5
3628,29.0,1.8,0.18,0.26,2.2,7.3,9.5,30.0,18.3,85.0,2.5
3629,28.0,1.7,0.15,0.12,1.3,5.7,7.0,29.0,22.2,85.0,2.4
3630,29.0,1.7,0.22,0.17,5.3,6.4,12.0,35.0,26.1,82.0,2.7
3631,30.0,1.7,0.17,0.07,1.4,2.8,4.2,35.0,19.6,74.0,2.0
3632,32.0,1.6,0.13,0.02,0.4,0.7,1.0,30.0,17.0,66.0,1.4
3633,33.0,1.6,0.09,0.02,0.1,0.2,0.3,22.0,9.2,63.0,1.5
3634,32.0,1.6,0.09,0.02,0.1,0.3,0.4,29.0,18.3,64.0,1.5
3635,34.0,1.62,0.12,0.03,1.62,2.66,4.28,27.7,17.39,61.0,1.83
3636,33.0,1.7,0.07,-0.03,1.56,2.37,3.9,57.0,26.1,62.0,1.5
3637,34.0,1.7,0.07,-0.02,1.53,2.19,3.72,24.6,17.78,61.0,1.7
3638,34.0,1.7,0.1,-0.01,1.48,2.17,3.62,56.0,17.0,60.0,1.6
3639,33.0,1.7,0.08,-0.01,1.76,2.43,4.13,37.0,9.2,63.0,0.2
3640,33.0,1.7,0.09,-0.01,1.77,3.04,4.8,35.0,11.8,65.0,0.3
3641,32.0,1.7,0.13,0.0,1.97,4.12,6.13,32.0,11.8,67.0,0.4
3642,31.0,1.7,0.17,0.03,0.1,1.2,1.3,21.0,17.0,68.0,0.7
3643,31.0,1.7,0.22,0.07,0.2,4.3,4.5,24.0,15.7,71.0,0.8
3644,30.0,1.7,0.15,0.02,0.1,1.1,1.2,18.0,15.7,73.0,0.7
3645,30.0,1.7,0.12,0.0,0.1,-0.1,0.0,25.0,5.3,75.0,1.1
3646,30.0,1.7,0.16,0.02,0.2,1.2,1.3,16.0,11.8,76.0,0.8
3647,30.0,1.7,0.15,0.32,0.3,1.7,1.9,16.0,14.4,78.0,2.6
3648,30.0,1.7,0.1,0.02,-0.1,0.9,0.8,22.0,19.6,78.0,1.6
3649,30.0,1.7,0.09,0.06,0.0,0.2,0.1,22.0,24.8,78.0,1.4
3650,29.0,1.7,0.09,0.42,-0.1,1.9,1.9,31.0,17.0,79.0,2.3
3651,29.0,1.7,0.12,0.4,-0.1,8.7,8.6,25.0,18.3,81.0,2.7
3652,29.0,1.8,0.3,0.41,0.9,10.0,11.0,33.0,14.4,82.0,2.9
3653,29.0,1.8,0.25,0.22,1.8,9.1,11.0,28.0,23.5,83.0,2.7
3654,30.0,1.8,0.28,0.15,5.6,7.5,13.0,35.0,15.7,79.0,2.8
3655,31.0,1.7,0.31,0.1,4.9,4.4,9.3,29.0,13.1,74.0,2.0
3656,32.0,1.6,0.12,0.0,2.39,3.74,6.12,32.0,14.4,65.0,0.7
3657,32.0,1.6,0.11,0.0,2.04,3.11,5.13,28.0,18.3,67.0,0.4
3658,32.0,1.6,0.1,0.0,2.38,2.97,5.34,32.0,18.3,65.0,0.6
3659,33.0,1.6,0.1,0.0,1.84,2.65,4.51,30.0,15.7,61.0,0.5
3660,33.0,1.6,0.1,-0.01,1.68,2.47,4.13,29.0,22.2,57.0,0.7
3661,34.0,1.6,0.1,-0.01,1.61,2.48,4.09,27.0,17.0,57.0,0.5
3662,34.0,1.6,0.1,0.01,1.49,2.64,4.13,29.0,19.6,59.0,0.5
3663,33.0,1.6,0.11,0.0,1.56,3.01,4.54,26.0,23.5,63.0,1.0
3664,32.0,1.6,0.11,0.0,1.79,3.76,5.55,28.0,26.1,66.0,0.3
3665,31.0,1.6,0.16,0.01,1.94,4.66,6.57,29.0,22.2,69.0,0.8
3666,31.0,1.6,0.17,0.02,1.76,5.83,7.56,27.0,22.2,73.0,0.8
3667,30.0,1.6,0.17,0.02,0.0,0.1,0.1,23.0,18.3,74.0,0.7
3668,30.0,1.6,0.15,0.01,0.1,0.4,0.5,23.0,15.7,75.0,0.7
3669,30.0,1.6,0.24,0.18,0.7,2.9,3.6,21.0,15.7,76.0,1.0
3670,30.0,1.6,0.18,0.13,0.9,1.7,2.5,23.0,14.4,76.0,1.1
3671,30.0,1.6,0.16,0.09,0.5,1.2,1.7,23.0,24.8,76.0,0.5
3672,30.0,1.7,0.2,0.26,0.5,5.4,5.9,25.0,18.3,77.0,1.4
3673,29.0,1.7,0.17,0.15,0.7,6.8,7.5,27.0,23.5,78.0,4.0
3674,29.0,1.8,0.16,0.2,0.7,6.9,7.6,27.0,17.0,79.0,3.2
3675,29.0,1.7,0.15,0.12,0.6,6.3,6.9,31.0,26.1,78.0,3.5
3676,29.0,1.7,0.18,0.21,0.5,5.7,6.2,31.0,22.2,78.0,3.7
3677,29.0,1.7,0.21,0.2,1.6,9.8,11.0,35.0,22.2,79.0,4.3
3678,29.0,1.7,0.21,0.19,1.6,6.2,7.8,34.0,18.3,79.0,3.8
3679,30.0,1.6,0.2,0.04,0.5,0.3,0.8,33.0,22.2,79.0,2.6
3680,31.0,1.6,0.16,0.02,0.9,0.2,1.0,28.0,17.0,75.0,2.4
3681,31.0,1.6,0.16,0.05,1.1,-0.3,0.8,31.0,10.5,73.0,2.4
3682,32.0,1.6,0.1,0.0,2.37,3.79,6.23,35.0,11.8,70.0,1.8
3683,32.0,1.6,0.11,0.01,2.36,3.73,6.04,35.0,14.4,69.0,1.7
3684,33.0,1.6,0.11,-0.01,2.49,3.62,6.09,26.0,10.5,67.0,1.9
3685,32.0,1.6,0.1,-0.01,2.32,3.72,6.03,24.0,14.4,70.0,2.0
3686,32.0,1.6,0.11,-0.01,2.07,3.24,5.31,23.0,17.0,68.0,2.0
3687,32.0,1.6,0.12,0.01,2.09,3.38,5.51,30.0,27.4,71.0,1.8
3688,31.0,1.6,0.14,0.02,2.11,4.09,6.17,35.0,26.1,71.0,1.9
3689,31.0,1.6,0.17,0.01,0.2,3.2,3.4,36.0,19.6,73.0,2.1
3690,30.0,1.6,0.17,0.02,0.1,3.5,3.6,30.0,14.4,76.0,2.2
3691,30.0,1.6,0.19,0.04,0.1,3.0,3.1,28.0,10.5,77.0,2.1
3692,30.0,1.6,0.16,0.02,0.2,2.9,3.1,29.0,15.7,76.0,1.8
3693,30.0,1.6,0.13,0.0,0.2,2.3,2.4,33.0,13.1,78.0,1.8
3694,30.0,1.6,0.13,0.01,0.3,2.6,2.9,22.0,17.0,78.0,1.9
3695,30.0,1.6,0.1,0.0,0.0,2.2,2.2,27.0,10.5,79.0,1.5
3696,30.0,1.6,0.15,0.24,0.3,5.9,6.2,25.0,17.0,79.0,1.9
3697,29.0,1.8,0.17,0.23,0.7,9.9,11.0,32.0,13.1,84.0,2.1
3698,28.0,1.8,0.17,0.17,0.6,8.4,8.9,26.0,15.7,89.0,1.1
3699,28.0,1.8,0.16,0.31,0.9,9.8,11.0,32.0,18.3,87.0,1.5
3700,28.0,1.8,0.21,0.36,0.9,9.3,10.0,35.0,18.3,87.0,1.4
3701,28.0,1.9,0.2,0.18,1.6,11.0,13.0,39.0,18.3,88.0,1.2
3702,29.0,1.8,0.26,0.13,6.5,11.0,17.0,31.0,13.1,87.0,1.3
3703,29.0,1.7,0.6,0.24,11.0,13.0,23.0,30.0,15.7,85.0,1.4
3704,30.0,1.6,0.26,0.07,2.5,4.8,7.3,22.0,17.0,77.0,1.3
3705,31.0,1.6,0.16,0.02,1.3,1.8,3.1,28.0,13.1,69.0,0.9
3706,32.0,1.6,0.09,-0.02,0.9,1.3,2.2,25.0,11.8,67.0,0.9
3707,32.0,1.6,0.08,-0.02,0.6,1.2,1.9,29.0,9.2,64.0,0.9
3708,33.0,1.6,0.09,-0.02,0.9,1.3,2.2,25.0,11.8,62.0,0.8
3709,34.0,1.6,0.09,-0.01,0.6,1.3,1.9,21.0,5.3,59.0,1.0
3710,33.0,1.6,0.09,-0.01,0.9,1.3,2.2,21.0,9.2,64.0,1.0
3711,33.0,1.6,0.09,-0.02,0.8,1.4,2.2,23.0,10.5,64.0,1.4
3712,33.0,1.6,0.12,-0.01,0.8,2.0,2.9,30.0,17.0,67.0,1.1
3713,32.0,1.6,0.16,0.01,0.8,3.5,4.3,31.0,15.7,70.0,1.1
3714,31.0,1.6,0.19,0.02,0.7,4.1,4.8,28.0,22.2,74.0,1.2
3715,31.0,1.6,0.17,0.01,0.5,5.2,5.7,27.0,17.0,76.0,1.3
3716,30.0,1.6,0.27,0.09,0.8,6.1,6.9,27.0,15.7,77.0,1.5
3717,30.0,1.7,0.3,0.19,1.3,7.5,8.8,32.0,5.3,79.0,1.6
3718,30.0,1.7,0.25,0.26,1.1,6.2,7.3,27.0,5.3,78.0,1.6
3719,30.0,1.7,0.13,0.0,0.6,3.8,4.4,24.0,15.7,78.0,1.0
3720,30.0,1.72,0.07,0.05,0.4,2.3,2.7,22.0,24.8,80.0,0.8
3721,30.0,1.6,0.08,-0.03,0.5,1.4,1.9,17.0,22.2,80.0,1.0
3722,30.0,1.7,0.08,0.0,0.6,1.5,2.0,22.0,15.7,79.0,1.1
3723,29.0,1.7,0.12,0.35,1.3,7.1,8.4,21.0,11.8,81.0,1.5
3724,29.0,1.8,0.24,0.39,1.3,7.7,9.0,32.0,10.5,84.0,1.1
3725,29.0,1.7,0.23,0.2,1.6,10.0,12.0,34.0,18.3,83.0,1.2
3726,29.0,1.7,0.22,0.16,3.5,8.0,11.0,34.0,14.4,81.0,1.0
3727,31.0,1.7,0.37,0.11,3.9,6.8,11.0,29.0,27.4,74.0,1.1
3728,32.0,1.6,0.24,0.05,1.7,3.2,4.8,33.0,23.5,68.0,0.9
3729,32.0,1.6,0.18,0.03,1.5,2.9,4.4,32.0,30.0,67.0,1.2
3730,32.0,1.6,0.11,-0.01,1.3,2.2,3.5,33.0,27.4,67.0,1.0
3731,33.0,1.6,0.1,-0.01,0.9,1.5,2.4,29.0,18.3,64.0,1.0
3732,33.0,1.6,0.11,-0.01,1.1,1.3,2.3,30.0,10.5,64.0,1.1
3733,33.0,1.6,0.1,-0.02,1.0,1.3,2.3,29.0,5.3,64.0,1.1
3734,33.0,1.6,0.1,-0.01,0.8,1.4,2.2,31.0,10.5,65.0,1.0
3735,33.0,1.6,0.11,-0.01,1.2,1.4,2.6,29.0,9.2,66.0,1.2
3736,32.0,1.6,0.14,0.01,1.3,2.2,3.5,29.0,15.7,69.0,1.1
3737,32.0,1.6,0.18,0.02,1.1,2.8,3.8,26.0,17.0,71.0,1.2
3738,31.0,1.6,0.18,0.01,0.8,4.2,5.0,30.0,23.5,73.0,1.2
3739,31.0,1.6,0.18,0.03,0.7,4.9,5.6,31.0,18.3,75.0,1.2
3740,31.0,1.7,0.14,0.01,0.8,4.1,4.9,32.0,15.7,77.0,1.1
3741,30.0,1.7,0.15,-0.01,0.6,4.8,5.4,25.0,10.5,78.0,1.1
3742,30.0,1.6,0.15,0.0,0.8,4.4,5.2,26.0,7.9,79.0,1.1
3743,30.0,1.6,0.18,0.03,0.9,4.4,5.2,23.0,10.5,77.0,0.8
3744,30.0,1.7,0.28,0.16,0.9,8.6,9.4,30.0,15.7,78.0,0.8
3745,29.0,1.8,0.33,0.21,1.2,12.0,13.0,29.0,14.4,81.0,1.5
3746,30.0,1.7,0.14,0.05,0.9,3.9,4.8,33.0,22.2,81.0,1.4
3747,29.0,1.8,0.18,0.11,1.4,11.0,12.0,38.0,24.8,83.0,1.4
3748,29.0,1.8,0.2,0.15,1.2,8.3,9.5,40.0,22.2,84.0,1.7
3749,29.0,1.8,0.24,0.14,1.9,8.2,10.0,39.0,23.5,84.0,1.4
3750,29.0,1.7,0.26,0.1,2.8,6.2,8.9,39.0,19.6,81.0,1.4
3751,30.0,1.7,0.28,0.07,2.7,5.2,7.9,40.0,23.5,76.0,1.4
3752,31.0,1.7,0.2,0.02,1.6,4.1,5.6,41.0,22.2,75.0,1.3
3753,31.0,1.6,0.13,-0.01,1.1,1.8,2.9,38.0,17.0,76.0,1.5
3754,32.0,1.6,0.12,-0.02,1.3,1.0,2.3,31.0,18.3,69.0,1.3
3755,32.0,1.6,0.12,-0.02,1.1,1.4,2.5,33.0,18.3,66.0,1.1
3756,30.0,1.7,0.17,0.0,2.4,6.1,8.5,25.0,22.2,68.0,1.4
3757,29.0,1.7,0.19,0.0,2.6,7.2,9.8,32.0,23.5,72.0,1.6
3758,32.0,1.7,0.14,-0.01,1.9,2.0,3.8,21.0,10.5,64.0,1.6
3759,33.0,1.6,0.13,-0.01,1.0,1.9,2.9,28.0,18.3,62.0,1.6
3760,33.0,1.6,0.12,-0.02,1.1,1.2,2.2,21.0,13.1,63.0,1.4
3761,29.0,1.7,0.25,0.05,1.8,6.8,8.6,28.0,18.3,76.0,1.5
3762,27.0,1.7,0.22,0.03,1.8,6.3,8.1,26.0,11.8,84.0,1.6
3763,26.0,1.7,0.23,0.05,1.9,7.3,9.2,27.0,10.5,88.0,1.5
3764,26.0,1.7,0.21,0.03,2.2,8.9,11.0,18.0,10.5,85.0,1.5
3765,27.0,1.7,0.23,0.06,2.0,8.9,11.0,19.0,14.4,84.0,1.7
3766,27.0,1.7,0.26,0.1,2.0,9.7,12.0,18.0,18.3,83.0,1.8
3767,27.0,1.7,0.24,0.09,1.6,8.1,9.8,26.0,17.0,83.0,1.8
3768,27.0,1.7,0.22,0.08,1.4,8.1,9.5,29.0,7.9,82.0,2.7
3769,27.0,1.8,0.19,0.09,1.2,7.2,8.4,24.0,9.2,84.0,3.3
3770,27.0,1.7,0.16,0.06,1.1,5.2,6.3,24.0,10.5,85.0,2.8
3771,27.0,1.8,0.16,0.09,1.2,5.7,7.0,23.0,15.7,85.0,2.4
3772,27.0,1.8,0.2,0.11,1.1,6.3,7.4,28.0,14.4,86.0,2.4
3773,27.0,1.8,0.2,0.1,2.2,6.7,8.9,31.0,18.3,84.0,2.4
3774,28.0,1.7,0.28,0.11,4.9,8.4,13.0,31.0,18.3,81.0,3.5
3775,29.0,1.7,0.58,0.22,10.0,15.0,26.0,34.0,18.3,74.0,7.6
3776,29.0,1.7,0.45,0.41,8.6,16.0,25.0,32.0,19.6,78.0,5.8
3777,30.0,1.6,0.25,0.21,4.4,7.6,12.0,29.0,24.8,75.0,4.0
3778,31.0,1.6,0.13,0.03,2.0,2.9,4.9,23.0,22.2,70.0,2.6
3779,31.0,1.6,0.1,0.02,1.5,2.0,3.5,18.0,18.3,70.0,2.2
3780,30.0,1.6,0.11,0.01,1.0,2.3,3.2,14.0,13.1,77.0,2.1
3781,30.0,1.6,0.09,0.0,1.2,2.3,3.5,23.0,11.8,81.0,2.1
3782,30.0,1.6,0.1,0.02,1.4,2.5,3.9,20.0,5.3,78.0,2.1
3783,30.0,1.6,0.13,0.08,1.8,4.5,6.2,21.0,5.3,74.0,2.2
3784,29.0,1.7,0.25,0.22,5.4,12.0,17.0,15.0,9.2,71.0,2.6
3785,30.0,1.7,0.45,0.24,7.8,17.0,25.0,25.0,10.5,70.0,2.8
3786,29.0,1.7,0.41,0.3,5.9,20.0,26.0,30.0,14.4,72.0,3.0
3787,29.0,1.7,0.39,0.2,1.2,17.0,18.0,26.0,13.1,73.0,2.9
3788,29.0,1.8,0.52,0.29,2.2,19.0,21.0,26.0,17.0,76.0,2.8
3789,29.0,1.7,0.24,0.09,0.8,6.9,7.8,23.0,11.8,78.0,2.4
3790,28.0,1.7,0.32,0.19,1.5,14.0,16.0,30.0,10.5,77.0,3.1
3791,28.0,1.8,0.35,0.24,3.0,16.0,19.0,25.0,5.3,80.0,3.2
3792,28.0,1.9,0.35,0.4,6.0,18.0,24.0,34.0,11.8,82.0,3.2
3793,27.0,1.8,0.23,0.25,2.4,12.0,15.0,36.0,15.7,82.0,1.5
3794,27.0,1.9,0.18,0.26,4.0,11.0,16.0,36.0,22.2,84.0,1.9
3795,27.0,1.9,0.21,0.43,0.8,10.0,11.0,34.0,15.7,83.0,2.2
3796,27.0,1.9,0.16,0.19,2.7,10.0,13.0,37.0,17.0,84.0,1.5
3797,27.0,1.9,0.23,0.46,8.4,10.0,19.0,46.0,14.4,84.0,1.7
3798,28.0,1.8,0.26,0.28,7.7,9.4,17.0,47.0,13.1,80.0,2.3
3799,29.0,1.7,0.39,0.21,7.0,10.0,17.0,44.0,9.2,77.0,3.2
3800,30.0,1.7,0.25,0.05,2.02,6.07,8.09,33.0,10.5,71.0,1.4
3801,32.0,1.6,0.15,0.03,1.54,5.78,7.29,27.0,18.3,61.0,1.0
3802,32.0,1.6,0.13,0.03,1.75,5.76,7.58,31.0,23.5,67.0,1.7
3803,32.0,1.6,0.12,0.02,1.19,5.03,6.23,24.88,19.6,64.0,1.1
3804,32.0,1.68,0.12,0.13,1.27,5.26,6.44,26.0,22.2,63.0,1.2
3805,32.0,1.64,0.13,0.07,1.08,4.26,5.39,18.0,13.1,61.0,1.1
3806,32.0,1.5,0.11,0.02,1.46,4.21,5.65,24.44,16.35,61.0,1.4
3807,31.0,1.6,0.14,0.01,1.22,5.15,6.34,16.0,10.5,66.0,2.82
3808,31.0,1.6,0.15,0.02,1.23,5.23,6.45,11.0,5.3,68.0,1.3
3809,31.0,1.6,0.18,0.03,1.17,5.97,7.15,8.0,13.1,71.0,1.0
3810,30.0,1.6,0.21,0.05,0.92,6.55,7.5,8.0,15.7,73.0,0.9
3811,30.0,1.6,0.2,0.23,0.75,5.89,6.62,16.0,22.2,73.0,1.0
3812,29.0,1.7,0.39,0.29,0.73,7.75,8.46,23.0,23.5,75.0,1.7
3813,28.0,1.7,0.29,0.14,0.75,8.4,9.17,31.0,23.5,80.0,1.3
3814,27.0,1.7,0.26,0.13,0.87,9.15,9.99,30.0,26.1,88.0,1.0
3815,27.0,1.7,0.33,0.28,0.71,8.73,9.53,33.0,24.8,87.0,0.8
3816,27.0,1.7,0.26,0.3,0.96,8.96,9.82,31.0,31.3,86.0,1.1
3817,27.0,1.7,0.26,0.38,0.77,8.72,9.33,36.0,18.3,85.0,1.4
3818,27.0,1.8,0.22,0.26,0.86,8.79,9.64,33.0,23.5,83.0,1.3
3819,27.0,1.7,0.18,0.2,1.42,9.05,10.38,33.0,11.8,82.0,1.4
3820,27.0,1.8,0.17,0.2,1.37,8.99,10.56,29.0,13.1,82.0,1.2
3821,27.0,1.8,0.23,0.17,2.48,9.12,11.52,28.0,5.3,82.0,1.0
3822,28.0,1.8,0.25,0.15,4.47,8.47,13.0,30.0,10.5,78.0,1.2
3823,29.0,1.7,0.57,0.22,4.74,9.37,14.0,30.0,18.3,75.0,2.4
3824,30.0,1.7,0.51,0.34,3.13,7.25,10.36,31.0,18.3,73.0,4.1
3825,30.0,1.8,0.62,0.44,2.59,6.68,9.19,37.0,24.8,71.0,5.2
3826,31.0,1.7,0.43,0.25,2.03,6.09,8.12,41.0,22.2,67.0,4.2
3827,32.0,1.7,0.34,0.21,1.64,6.7,8.41,41.0,30.0,64.0,3.2
3828,31.0,1.7,0.37,0.13,1.59,7.03,8.7,40.0,23.5,69.0,2.4
3829,31.0,1.7,0.31,0.05,1.47,7.38,8.93,40.0,30.0,71.0,3.2
3830,31.0,1.6,0.15,0.0,1.53,6.5,8.04,39.0,22.2,68.0,2.4
3831,31.0,1.6,0.15,0.01,1.24,6.27,7.51,30.0,18.3,69.0,2.0
3832,30.0,1.6,0.18,0.02,1.25,6.37,7.62,22.0,9.2,71.0,1.7
3833,30.0,1.6,0.25,0.04,1.35,7.96,9.33,15.0,14.4,73.0,1.2
3834,30.0,1.7,0.28,0.06,1.23,7.56,8.85,16.0,15.7,73.0,1.2
3835,29.0,1.7,0.37,0.41,0.96,8.42,9.38,18.0,7.9,76.0,1.8
3836,29.0,1.7,0.41,0.39,1.35,10.98,12.25,19.0,10.5,78.0,2.4
3837,29.0,1.7,0.41,0.52,1.15,11.58,12.74,29.0,17.0,78.0,3.0
3838,28.0,1.8,0.47,0.36,1.06,11.87,12.99,28.0,28.7,81.0,3.1
3839,28.0,1.8,0.32,0.34,1.16,10.98,12.09,29.0,22.2,83.0,1.4
3840,28.0,1.8,0.23,0.17,1.09,6.86,7.99,25.0,15.7,84.0,0.0
3841,27.0,1.8,0.2,0.23,0.87,5.09,5.92,32.0,5.3,84.0,1.3
3842,27.0,1.8,0.18,0.18,0.87,5.18,6.0,32.0,5.3,84.0,1.1
3843,27.0,1.8,0.18,0.17,1.06,6.21,7.33,33.0,5.3,83.0,1.2
3844,27.0,1.7,0.17,0.17,1.14,7.38,8.47,23.0,10.5,82.0,1.1
3845,27.0,1.8,0.27,0.16,1.4,8.69,9.97,26.0,11.8,84.0,1.3
3846,26.0,1.8,0.25,0.19,2.68,8.73,11.24,20.0,17.0,88.0,1.2
3847,26.0,1.7,0.26,0.1,3.66,8.74,12.34,21.0,18.3,89.0,1.3
3848,26.0,1.7,0.29,0.11,2.69,7.11,9.72,15.0,19.6,88.0,1.0
3849,28.0,1.7,0.27,0.08,2.48,6.07,8.69,16.0,10.5,80.0,1.1
3850,29.0,1.7,0.24,0.06,1.79,4.58,6.39,20.0,9.2,72.0,1.2
3851,30.0,1.7,0.33,0.12,1.5,4.23,5.76,20.0,19.6,68.0,1.1
3852,31.0,1.7,0.32,0.06,1.32,4.29,5.58,24.0,31.3,67.0,1.3
3853,31.0,1.7,0.28,0.04,1.57,5.51,7.0,27.0,33.9,70.0,1.7
3854,31.0,1.7,0.29,0.03,1.29,5.84,7.14,26.0,26.1,69.0,2.0
3855,31.0,1.7,0.25,0.02,1.29,5.83,7.14,25.0,23.5,70.0,2.8
3856,30.0,1.7,0.28,0.08,1.16,6.02,7.23,20.0,15.7,72.0,3.5
